u,g,r,i,z,redshift,alpha,delta
24.01784,21.05403,20.66391,20.48478,20.52376,-0.001023014,256.002844175306,21.000255161942
18.27611,17.07667,16.60136,16.33783,16.16579,0.0323952,251.064753518547,20.7960396062203
22.89746,22.50078,20.60701,19.39334,18.90775,0.6157404,133.562609216271,49.0543987924495
23.82776,24.87572,21.61961,20.43048,19.64027,0.7565019,228.720609503311,40.5334385903052
23.60159,21.55128,20.01631,19.02636,18.61871,0.5096891,202.696089967342,35.9653347534439
24.34593,22.61868,21.88983,21.24616,20.7909,6.462293,343.456573394213,0.132783548864571
24.53238,23.91384,22.73317,20.35951,18.60992,-0.0001569056,250.062585888041,32.0961756508312
21.95949,21.19729,20.28662,19.96559,19.458,0.2999764,188.009444427964,58.7675187757679
21.06587,19.95571,19.43288,19.29202,19.16363,-8.155357e-05,134.604474028114,36.1914961464529
16.14039,14.76719,14.07343,13.74222,13.44298,0.01972046,127.059927517764,28.0573153865493
20.15941,18.19695,17.08066,16.57578,16.20576,0.1479747,131.648477770948,11.2965399376342
22.00517,20.70659,20.37011,20.16944,20.16399,0.0002088513,132.006766182006,9.87143160928583
25.4313,21.93985,20.40879,19.40732,18.95289,0.5343707,261.133268714754,24.6548143091154
23.35571,21.18359,20.67518,20.4232,20.29338,2.601847,126.780065593985,58.8347224371495
21.56035,20.96897,20.00919,19.26798,18.97866,0.533944,223.934924645263,61.6724353136
23.88445,23.05656,21.90552,20.81994,19.90205,0.6597683,118.88202186483,40.3753685843777
24.4252,22.84158,20.73981,19.64734,19.30334,0.6357006,159.465041203079,27.2930132158794
18.69479,17.77945,17.36283,17.17497,17.01219,0.02306678,187.421021321033,0.253430551913542
25.02152,21.38848,19.83651,18.93868,18.52362,0.5122143,217.248455709309,29.9620378381174
19.39213,18.45396,18.16841,18.07828,18.03834,0.0007282221,39.7267726858094,0.799085864726666
22.26447,21.23797,21.11953,21.07861,21.2043,-0.0001137909,166.031107969936,19.9391380817489
19.50586,18.23182,17.64577,17.29084,17.10022,0.1526215,133.860776201184,37.4190062664042
23.01232,23.10968,21.2877,20.1802,19.48267,0.6257666,250.144796283906,34.3741764180308
23.65499,23.07089,22.49244,21.88317,21.91722,0.8845984,135.591472229645,20.3479087236269
19.29871,19.1003,19.14605,18.98929,19.03422,1.574183,197.886811655306,22.0669689306167
24.84019,24.46202,22.04249,20.63241,19.85912,0.7718932,139.658481113759,25.4978370607607
20.88945,20.8285,20.41278,20.21183,20.04466,1.447961,333.260968304609,19.6812519070653
21.1248,20.79242,20.39734,20.09765,20.23243,1.273785,202.910819745077,49.7029960250012
19.69422,18.04386,17.04695,16.57173,16.21725,0.1337737,189.209426450567,29.5223084489635
22.63129,21.85957,21.78317,21.75136,20.86678,0.2889992,180.450713732183,-2.18586707201381
19.7762,17.78603,16.7544,16.30457,15.93019,0.1071884,124.3843142612,26.310879751178
21.98591,20.60999,20.50122,20.34854,20.03296,-0.0003407306,139.908520582684,14.5418561524073
21.71526,21.22345,20.40963,19.57894,19.0205,0.7177725,146.908825702504,17.8647481409908
20.85587,20.36893,20.28231,19.51897,18.87533,-5.484264e-05,182.431128055734,59.543321275208
22.00648,21.56374,21.0022,20.45201,20.55386,0.6331318,214.12929777438,47.3274449673523
21.39808,19.50743,18.12539,17.54745,17.22532,0.2398794,189.512712759255,56.2532237572257
24.12918,23.38744,22.18488,20.60409,19.93188,1.051363,35.0484795943107,-0.604403825983034
19.953,18.19305,17.37544,16.95806,16.62299,0.1367908,130.767698706399,30.5784671911484
20.47078,19.26637,19.26915,19.25529,19.27472,-0.0005380248,40.3856958886488,0.390010731112349
23.78628,22.7563,21.13744,20.00104,19.35926,0.5252915,233.293714318647,16.2367450079868
21.40419,20.79039,20.75715,20.79087,20.55219,3.162581,0.607042117589515,-4.50970372370553
21.57498,20.78325,20.41417,20.09205,19.70795,0.7497522,136.648901055094,11.854909044676
24.11123,22.99953,21.56736,20.01811,19.43693,-0.0001626365,28.5080666566632,-4.82050128513089
26.24902,21.38048,20.87184,20.65461,20.79212,2.918843,343.777683363541,19.8194819569678
22.74869,21.82735,19.70689,19.07803,18.59975,0.3690529,166.271120455617,5.19610796721633
21.31978,21.16502,21.2308,21.17385,20.4868,2.096784,252.731339498457,34.4276987055392
25.26172,22.54729,20.71185,19.44221,19.18059,0.7114633,235.735969188648,37.2405954172369
25.8113,21.28182,19.50399,18.84132,18.66205,0.3655872,199.790284426412,56.0853977892636
24.85791,21.11456,20.30244,19.93327,19.61609,8.339527e-05,238.838662813253,9.48196507163038
24.52613,21.70205,20.3222,19.22921,18.56054,0.562968,223.680736300008,41.0340299869543
22.24041,21.07313,20.6651,20.35827,20.36136,-2.836616e-06,17.1195768822082,2.68837121984156
21.16276,19.9927,19.48133,19.46111,19.26825,-0.0009361802,334.17067531514,11.8374974763255
22.8348,23.91992,22.0819,20.79215,19.82038,0.9087292,239.778688657653,33.4413891874871
22.4513,21.57462,21.29515,21.34252,20.85728,1.269594,186.438987230196,64.3210119107047
23.10653,20.76257,19.31699,18.05634,17.37392,-0.0001514628,350.418619867263,0.312282203563395
19.09259,18.20088,17.92578,17.82291,17.76851,-4.621906e-05,172.146853470255,-1.32879022669039
20.43299,20.56802,20.45893,20.50905,20.64715,1.298045,165.825055623308,41.5445454739751
22.75552,22.12564,20.37753,19.37603,18.86058,0.4798102,234.942697576911,30.8877835860029
19.25189,17.41517,16.72011,16.50876,16.40119,-6.721664e-05,40.5608857124234,0.401823892758502
16.5362,15.67786,15.53741,15.46678,15.512,0.0005203293,156.611882850538,18.7177586784408
22.99193,23.20431,21.57356,20.54155,19.86703,0.5517094,129.413883215364,49.617300355205
22.09654,20.73922,18.94962,18.20854,17.74178,0.2951698,137.042070747764,65.850862493671
23.93375,23.69632,21.66718,20.65255,19.83808,0.6479694,251.001585885482,32.3062441590389
25.53537,24.83164,22.74512,21.59386,19.04978,-0.0001692291,253.551438974458,33.5517097116356
26.14035,21.91564,20.02409,19.13819,18.56327,0.4969208,212.788030307512,65.173308152793
22.49652,19.86907,18.52175,17.80588,17.35107,-0.0004429239,229.841626379383,2.59627633909634
24.85836,21.63649,21.12906,21.03238,21.80713,0.2514395,194.946846310078,47.6738331577255
25.69735,22.66368,21.30067,20.31382,19.59075,0.5478718,112.558595937224,36.777340371339
25.50002,22.38079,20.39714,19.49547,19.12561,0.5046919,234.839519045275,35.1457526158073
21.7722,21.25971,20.98307,20.44834,20.28928,0.6292086,159.239121519145,57.2314738548957
20.83376,19.0904,17.61715,17.08168,16.74311,0.2524616,219.219782783285,33.2233366239529
19.08627,18.04377,17.77384,17.5432,17.50123,0.05711041,224.837435833681,42.2686526068136
22.29478,19.54436,18.31457,17.79264,17.45149,-0.0007469489,286.618394880231,39.8890078947836
23.35504,20.46562,18.71274,18.06306,17.76742,0.2800415,176.18088973657,51.0384712757968
21.65638,21.02165,20.82163,20.8074,20.77864,-0.0003102713,163.320027182657,21.783645737348
18.96469,17.27446,16.61326,16.37231,16.2741,-0.0003371631,276.657701943643,77.7345202768975
18.91885,17.79511,17.28467,17.06043,16.93074,-0.003145917,208.734312648857,5.05829513527681
21.0981,19.06145,17.83976,17.22228,16.73255,0.1306896,231.103390242632,-0.860000791969889
23.9385,21.53206,19.62689,18.86309,18.58794,0.4345306,132.648151362117,15.869776167496
22.34461,21.20808,19.34539,18.50479,18.02266,0.4690192,156.402311098352,-2.6087887052602
18.3441,16.90299,16.29265,16.0845,15.98515,-0.0004677945,283.802487257449,77.6405928096481
16.92442,15.53229,14.77196,14.56498,14.15867,0.04678162,219.64685746394,28.459355229408
20.77034,18.79863,17.60102,17.1183,16.7616,0.193515,237.540105020093,33.7197889092659
19.93392,18.72405,18.27215,18.0954,18.01569,0.0004353925,106.034731441406,11.4464083240716
19.92862,18.37203,17.64055,17.34959,17.16529,-0.000604231,51.1242100378374,18.6188518550715
19.3264,17.78613,16.99556,16.543,16.23673,0.1006418,137.034781250015,53.3548758797199
23.04625,22.25131,20.49986,19.64769,19.20086,0.489713,214.21567686517,30.3247473739245
23.34489,21.1747,19.34315,18.61794,18.17262,0.4286682,228.90659781135,33.1253843527646
18.16232,16.92756,16.50543,16.3485,16.3024,0.0001789632,119.805986411135,-0.381457360872843
21.95656,22.25636,22.14716,21.63078,21.78779,1.754949,353.404839224267,33.7007637302264
23.54731,22.07131,20.1832,19.2571,18.79625,0.482871,144.793500354907,54.7487685129597
19.98196,18.70646,17.67242,17.24023,16.93269,0.2136128,129.850112271348,11.3869103020794
20.50437,19.54405,19.25494,18.82407,18.56843,-0.001065691,26.1559937461753,20.9148693148962
21.87713,21.93607,21.58311,21.54465,21.21219,1.313937,14.1670243282982,0.861150666573595
19.93514,19.29819,19.29657,19.24326,19.06768,2.413075,156.788070956026,-1.95533558098639
23.75907,22.56198,20.72782,19.72516,19.32628,0.5236504,227.42416306479,50.5598517646435
16.83359,15.43211,14.79502,14.48839,14.21164,0.02572999,208.064362177745,17.2929740948159
21.01378,20.61914,20.50312,20.45946,20.15345,1.961688,143.614512438334,15.785178554841
20.73017,19.93065,19.80267,19.98851,19.69232,2.390338,147.23165103461,35.6904454133046
23.38041,21.64393,21.88884,20.51452,19.79355,0.6492083,119.93600581635,13.6626483318377
21.0921,19.53193,18.01153,17.51956,17.16404,0.2421898,213.098388603903,18.7123374517903
25.49382,24.2457,21.27924,20.15061,19.22699,0.8352728,202.130861534024,41.2441426658208
21.46279,18.82941,17.85493,17.50906,17.29066,-0.0001168365,192.330341922257,14.1724250858824
23.68756,22.1812,20.02872,19.05673,18.71748,0.4864054,196.439568957966,41.1284427436854
19.66456,19.18498,18.51901,18.08704,17.86781,0.1945821,54.8691999914413,0.827711247297223
20.27188,18.8328,17.62271,17.0987,16.74206,0.2252759,178.02176605474,-1.6501570085259
21.96111,19.30712,17.77187,17.22921,16.86224,0.2614949,160.419469523937,43.6633712858383
24.11879,22.30979,21.21532,20.61462,20.38165,7.494174e-05,120.247104462911,54.846640477211
20.01589,19.16359,18.88195,18.79973,18.84802,-0.0001412943,210.906639003216,44.9742851440921
21.67917,19.4859,18.05755,16.69191,15.9454,-0.0001816908,234.722379013618,29.6409827207164
23.43847,21.16974,20.88234,20.88689,22.1868,-0.0005687498,245.01977443571,10.4703845558762
22.39066,20.61851,18.99052,18.35086,17.95779,0.4749418,176.080465826165,16.576528737419
24.98538,22.20034,20.35447,19.20821,18.67479,0.6632509,230.799755545185,25.1086397950494
16.55329,14.85491,14.27774,14.07131,13.99093,-3.407724e-05,172.880228300489,67.0327036264815
21.9509,22.02441,20.31441,19.46042,19.06859,0.500749,237.294314411683,41.0410444953315
19.25217,17.25087,16.11638,15.65603,15.28141,0.1466819,231.493171936437,39.488992860696
25.09304,22.73004,20.94118,19.84663,19.53134,0.6413161,186.681283531946,58.71052246642
21.38938,20.54009,20.32963,20.3707,20.08619,2.62447,1.80115762973895,-5.63365329453532
19.41226,18.06881,17.2432,16.80412,16.5232,0.1243763,216.156880799263,31.8966891722687
20.57792,20.03334,20.03625,19.87304,19.70253,1.717109,355.819821450262,12.7876667238678
23.22073,21.51687,20.7867,20.55881,19.91708,1.348793,5.78931521007158,-10.1714748277976
25.20781,21.72752,20.61105,20.4297,20.58543,3.570137,188.62112896491,58.5530764560812
21.39297,21.59912,21.09258,21.22718,21.19286,1.149812,240.491124040571,44.7909034058479
21.53627,21.75228,21.3356,21.70273,22.17405,2.02659,356.84158727522,27.0482050272609
18.59041,17.64995,17.36332,17.2698,17.22732,-0.0002336098,217.349185684134,14.7468303708648
22.81476,21.73592,19.91364,19.00196,18.59862,0.4805232,230.835523382741,37.0123361233211
23.64925,22.76609,20.93255,19.76076,19.0377,0.6864186,218.528187524802,44.6994501524213
18.60903,17.525,17.18165,17.05188,17.02059,-0.0001446938,40.0158088181532,0.319078801250944
21.06084,20.67023,20.61933,20.44788,20.50157,1.47241,208.532617159173,46.6771034150613
22.40154,21.85137,20.72304,19.69866,19.36463,0.5803191,212.619327987879,15.1003455605984
22.79473,21.66133,20.30804,19.53878,19.20086,0.6284047,217.365899714962,-1.40754805137841
22.13983,19.93318,18.40284,17.80746,17.4614,0.280155,195.825217766909,2.74041134550804
19.60418,17.7072,16.48813,15.93672,15.45254,0.1296451,238.437874274311,14.9731407554267
22.96089,21.29968,19.62957,18.81426,18.38037,0.4913742,186.798542898155,-0.383810833306206
21.05786,19.25339,18.5527,18.26658,18.14169,-0.0002838628,47.6176271086819,-0.175423509081456
17.03143,15.15081,14.22783,14.23619,13.5597,-0.0001496793,327.534978460836,73.973323231529
20.20076,19.91249,20.27942,20.48811,20.56788,-0.00029434,191.285360244026,59.2643570704552
22.78407,20.45032,18.89076,18.23894,17.83575,0.3453712,178.93084690071,36.1040259034604
20.85314,20.90514,20.9754,20.87054,21.14126,0.004300271,150.307479724115,55.7190236618201
21.76523,21.44094,21.36616,21.31433,22.17514,1.576509,257.518911855126,31.023921727649
19.46761,18.11312,17.49114,17.23323,17.12567,0.0001082842,55.7197205117702,0.784485781848584
19.11717,18.0498,17.68107,17.44324,17.26622,0.05402209,185.20798692904,37.6972665100417
23.91938,22.49113,21.58961,20.53926,19.75306,0.6213156,196.368517988341,40.3110144454388
26.51131,21.67184,20.05782,19.11406,18.58207,0.4824691,156.798615338413,-1.56429686171958
23.41164,22.25659,20.33,19.47476,19.11397,0.3766853,223.655876034825,-0.70050452761934
21.86257,21.13481,21.02574,21.23504,20.80635,2.297445,212.347072857091,57.3120720528448
25.41911,23.44046,21.5472,20.26303,19.73711,0.5234985,125.580712401618,52.0151189489855
19.95908,18.41464,17.67169,17.23947,16.9398,0.1104809,200.685735044354,18.0759556172781
23.80183,24.16148,22.15763,20.70426,19.7232,0.6531144,223.858165645614,54.0038776829156
18.76733,17.73103,17.43557,17.2261,17.22081,0.06679103,212.611135383639,39.570961477296
20.73175,20.61361,20.27708,20.33022,19.99873,1.014652,182.033388806334,34.3740937206854
23.80135,21.01044,19.25951,18.64344,18.23104,0.4186836,209.529550896982,53.1822094110708
24.08319,22.83352,22.24527,21.77421,21.18719,0.7277324,142.09446200492,18.6903067912794
26.5128,22.20602,20.70665,19.7435,19.35053,0.4977178,193.905454827843,29.8114911989072
20.59481,18.6176,17.64121,17.2219,16.9041,0.08909242,126.777653281339,16.6273571608703
17.65945,16.61781,16.22881,16.04532,15.97194,0.0004500325,38.4717213185015,28.764589088514
24.56982,22.52652,20.66828,19.65404,19.03641,0.5252976,229.359431845714,19.3417772685402
21.13068,19.04901,17.78125,17.32039,16.96118,0.1825838,195.225788433085,29.2611079492055
21.63778,19.40758,17.97138,17.4381,17.07254,0.2378724,225.102690395778,-0.879199338475761
21.00606,18.71154,17.44913,16.87395,16.45319,0.1360659,208.204483769747,3.87099304789138
21.02151,20.17228,19.93021,19.82346,19.47808,2.563957,113.630724279798,28.0284912631249
19.69802,18.00692,17.33035,17.08265,16.99487,-0.0005228139,12.9011639574377,0.980016250630688
20.33195,19.45132,19.15055,19.04227,19.03269,0.000315583,179.754699392522,49.8440591043203
23.60789,20.67443,18.86642,18.14035,17.64933,0.3944606,180.973545607771,66.0932102848843
22.36734,22.15983,21.8362,21.35974,21.2643,0.0,251.220171487155,31.427181670186
21.38101,20.98414,20.72197,20.455,20.03756,7.010263,189.044044355007,7.79850840421205
18.31017,16.96767,16.41182,16.22456,16.19464,-0.0001277011,192.00797823579,14.1366394968764
23.2759,23.0599,21.89798,21.26267,21.73729,0.6736658,115.25713214524,19.5032713384785
20.65622,18.8449,17.69228,17.24175,16.89729,0.1682645,233.12430360135,12.473386590442
19.79872,19.40881,19.36359,18.82294,18.66698,0.4484404,323.8375880745,2.1923537055967
19.56724,19.32677,19.53805,19.25442,19.14478,0.5035038,188.666408387552,-0.70895201859403
23.17456,21.47569,20.05968,19.75367,19.43966,0.369332,206.437173664211,64.3038976596409
24.64737,21.42044,19.55645,18.81071,18.32191,0.4131355,250.658844327089,43.9586476193909
22.7269,20.89626,19.40008,18.62129,18.16546,-0.0001201658,157.146506057593,56.641660836657
22.24151,19.65944,18.04519,17.47185,17.09822,0.36578,130.189298976187,16.5110643169049
18.15726,15.79327,14.80224,14.46867,14.29503,-7.746358e-05,206.847485877448,28.7914386197042
22.73674,22.1944,22.05661,21.8246,21.61065,0.6274638,132.115960998498,42.4250799129188
23.82884,23.59959,22.25052,20.70512,19.66343,0.9069747,129.156746305968,46.6540084681699
22.71986,20.20161,18.49898,17.9036,17.53566,0.3499722,227.037494054478,20.0862751736474
24.43887,21.20865,19.6883,18.57843,18.02828,0.0002054246,130.825177311326,25.8960864919482
20.16308,19.48441,19.33299,19.2896,19.08112,2.369899,206.461008219007,7.4270896414343
26.42451,23.27552,21.48473,20.02555,19.60817,0.7033651,189.773888927127,6.22591750090629
19.518,17.60673,16.65127,16.26749,15.92746,0.1074598,192.872833501987,18.726446700113
22.42105,22.11565,21.91292,21.46806,21.80251,1.56434,3.86414988634183,-0.688353035733545
25.04033,21.11701,19.20643,18.56626,18.17691,0.346796,146.473921067483,15.6727710443323
24.9775,22.05748,20.84815,19.6598,20.52053,0.5336428,140.908453717259,14.6680124323647
22.90664,21.13289,20.90067,20.85915,20.76379,-0.0005801225,184.478249928238,26.6346716635998
21.47893,20.02709,19.53045,19.2787,19.14896,-0.0001666207,330.764250606292,27.0970684506691
19.82331,18.02001,17.078,16.65891,16.31434,0.1239335,137.511342903126,35.3752824729318
21.61543,19.9681,18.70523,18.20727,17.86743,0.19056,195.441720279231,33.4412028186161
23.24335,22.22292,21.93696,21.68023,21.49634,-0.0002846427,9.27518036127879,-3.6566872154832
16.97148,15.0429,14.24237,13.86089,13.57504,0.02251607,173.180428232709,-1.43302119598608
21.9812,21.0704,20.59064,20.37583,19.96951,0.0006740963,161.163778590288,-2.03163611893219
22.81496,20.77383,18.92109,18.25337,17.94068,0.3921164,157.823700984031,25.9875678461231
22.35195,22.08827,21.9503,21.86584,21.81605,1.438998,166.075945618166,41.6490793548646
24.09547,23.13195,22.47822,22.16389,21.52477,0.0006558897,319.101736369294,1.10886058422989
22.25557,22.13057,21.7536,20.80799,20.39349,0.6939387,137.812297410835,28.725295798007
23.04636,23.25598,21.67754,20.30136,19.60892,0.5868471,225.50754073054,42.4326861871278
24.67804,22.63094,20.9397,20.51927,19.80624,0.4029252,202.907136419706,47.1519394425669
19.9701,18.78426,17.96101,17.54521,17.29312,0.2210552,115.773380850095,35.6624685069323
19.99117,18.54995,17.95303,17.72852,17.61133,-0.0003129294,37.0536918634813,25.9257491659507
22.7645,21.10047,20.86367,20.9285,20.40721,-0.0004242166,238.763036543788,12.3523347432469
20.932,19.67814,19.14796,18.94384,18.88667,-0.0003458019,353.244437702681,20.8202104806466
26.2649,21.89897,20.28568,19.22912,18.78015,0.5567057,163.66708578665,39.6670280266597
